TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME_WIN,HOME
WES,2017-03-05,WES @ CTN,0,240,112,43,94,0.457,10,27,0.37,16,19,0.842,11,35,46,22,12,5,19,24,-8.0,0,0
SLC,2017-03-05,SLC @ AUS,1,241,119,40,82,0.488,11,22,0.5,28,31,0.903,6,34,40,15,10,5,13,28,6.0,0,0
BOS,2017-03-05,BOS @ PHX,0,242,106,32,85,0.376,13,37,0.351,29,40,0.725,14,40,54,19,6,6,12,28,-3.0,0,0
OKC,2017-03-05,OKC @ DAL,0,240,89,33,82,0.402,2,22,0.091,21,30,0.7,13,36,49,19,4,2,15,21,-15.0,0,0
LAD,2017-03-04,LAD vs. RAP,0,240,104,40,82,0.488,8,25,0.32,16,22,0.727,6,27,33,30,9,2,13,24,-7.0,0,1
DEN,2017-03-04,DEN vs. CHA,0,240,102,36,80,0.45,9,30,0.3,21,25,0.84,11,34,45,21,5,3,13,20,-10.0,0,1
CLE,2017-03-04,CLE @ MIA,0,242,92,35,73,0.479,11,27,0.407,11,18,0.611,8,25,33,20,4,1,15,16,-28.0,0,0
MIA,2017-03-04,MIA vs. CLE,1,240,120,46,88,0.523,18,34,0.529,10,12,0.833,15,33,48,20,6,4,10,19,28.0,1,1
CHA,2017-03-04,CHA @ DEN,1,239,112,41,90,0.456,16,27,0.593,14,17,0.824,13,30,43,25,8,6,5,18,10.0,0,0
MEM,2017-03-04,MEM @ HOU,0,242,108,43,97,0.443,8,28,0.286,14,21,0.667,17,29,46,26,8,6,13,24,-15.0,0,0
RAP,2017-03-04,RAP @ LAD,1,240,111,43,84,0.512,9,31,0.29,16,23,0.696,11,34,45,30,10,1,17,26,7.0,0,0
SXF,2017-03-04,SXF @ WCB,1,239,129,46,82,0.561,10,25,0.4,27,29,0.931,4,33,37,26,4,3,18,27,5.0,0,0
GBO,2017-03-04,GBO vs. GRD,1,241,114,41,80,0.513,9,23,0.391,23,25,0.92,6,37,43,23,8,5,18,25,6.0,1,1
LIN,2017-03-04,LIN @ TEX,0,240,110,41,90,0.456,10,31,0.323,18,26,0.692,17,35,52,26,5,4,20,21,-11.0,0,0
MIL,2017-03-04,MIL vs. TOR,1,240,101,38,87,0.437,6,27,0.222,19,23,0.826,9,33,42,16,3,4,6,18,7.0,1,1
DET,2017-03-04,DET @ PHI,1,240,136,54,95,0.568,10,23,0.435,18,21,0.857,10,34,44,26,11,10,7,9,30.0,0,0
TOR,2017-03-04,TOR @ MIL,0,239,94,35,75,0.467,7,21,0.333,17,20,0.85,3,33,36,20,2,4,11,23,-7.0,0,0
LAC,2017-03-04,LAC @ CHI,1,241,101,41,85,0.482,6,25,0.24,13,16,0.813,11,26,37,20,7,5,14,17,10.0,0,0
FWN,2017-03-04,FWN @ CTN,0,242,116,42,88,0.477,10,28,0.357,22,31,0.71,18,30,48,18,7,5,25,27,-5.0,0,0
HOU,2017-03-04,HOU vs. MEM,1,240,123,39,78,0.5,18,42,0.429,27,36,0.75,10,33,43,25,10,4,14,20,15.0,1,1
CTN,2017-03-04,CTN vs. FWN,1,240,121,43,87,0.494,11,27,0.407,24,29,0.828,9,23,32,22,16,2,14,25,5.0,1,1
BKN,2017-03-04,BKN @ POR,0,240,116,45,86,0.523,14,30,0.467,12,17,0.706,8,23,31,24,7,6,13,22,-14.0,0,0
POR,2017-03-04,POR vs. BKN,1,240,130,49,86,0.57,16,25,0.64,16,22,0.727,6,31,37,29,9,6,12,13,14.0,1,1
WCB,2017-03-04,WCB vs. SXF,0,240,124,47,87,0.54,11,26,0.423,19,27,0.704,8,27,35,27,8,6,16,29,-5.0,0,1
MIN,2017-03-04,MIN @ SAS,0,265,90,35,89,0.393,4,16,0.25,16,22,0.727,16,39,55,24,6,3,14,20,-7.0,0,0
RNO,2017-03-04,RNO @ SCW,0,241,107,39,90,0.433,9,22,0.409,20,23,0.87,8,41,49,23,8,7,16,25,-7.0,0,0
GRD,2017-03-04,GRD @ GBO,0,240,108,38,92,0.413,9,32,0.281,23,35,0.657,17,32,49,15,9,2,18,25,-6.0,0,0
TEX,2017-03-04,TEX vs. LIN,1,239,121,47,95,0.495,9,26,0.346,18,24,0.75,13,33,46,25,10,8,15,20,11.0,1,1
CHI,2017-03-04,CHI vs. LAC,0,241,91,35,83,0.422,6,17,0.353,15,20,0.75,14,31,45,26,11,0,19,24,-10.0,0,1
SCW,2017-03-04,SCW vs. RNO,1,241,114,40,90,0.444,11,31,0.355,23,34,0.676,10,40,50,26,11,9,14,17,7.0,1,1
SAS,2017-03-04,SAS vs. MIN,1,265,97,38,94,0.404,6,24,0.25,15,24,0.625,17,32,49,16,10,8,12,17,7.0,1,1
PHI,2017-03-04,PHI vs. DET,0,242,106,43,88,0.489,14,34,0.412,6,7,0.857,6,30,36,30,5,2,19,18,-30.0,0,1
SLC,2017-03-03,SLC @ TEX,0,240,101,36,93,0.387,11,34,0.324,18,35,0.514,22,35,57,20,9,1,18,17,-4.0,0,0
WES,2017-03-03,WES @ FWN,0,239,94,36,90,0.4,5,18,0.278,17,26,0.654,10,33,43,19,6,3,13,26,-12.0,0,0
NAS,2017-03-03,NAS vs. LAD,0,241,94,33,83,0.398,12,34,0.353,16,24,0.667,13,41,54,23,8,12,22,23,-13.0,0,1
MIA,2017-03-03,MIA @ ORL,0,239,99,35,91,0.385,8,28,0.286,21,25,0.84,13,33,46,20,7,5,9,16,-11.0,0,0
OKL,2017-03-03,OKL vs. IWA,0,240,95,32,81,0.395,4,29,0.138,27,34,0.794,9,33,42,13,7,7,15,17,-10.0,0,1
CLE,2017-03-03,CLE @ ATL,1,239,135,47,86,0.547,25,46,0.543,16,20,0.8,5,28,33,31,7,5,14,24,5.0,0,0
GRD,2017-03-03,GRD @ WCB,0,240,117,37,101,0.366,14,40,0.35,29,38,0.763,27,38,65,15,5,4,17,30,-8.0,0,0
BOS,2017-03-03,BOS @ LAL,1,242,115,43,84,0.512,10,33,0.303,19,25,0.76,6,40,46,30,7,2,18,17,20.0,0,0
MEM,2017-03-03,MEM @ DAL,0,240,100,38,82,0.463,9,28,0.321,15,22,0.682,7,32,39,16,4,0,10,23,-4.0,0,0
IWA,2017-03-03,IWA @ OKL,1,240,105,42,89,0.472,8,22,0.364,13,21,0.619,11,37,48,22,9,6,13,27,10.0,0,0
LAD,2017-03-03,LAD @ NAS,1,241,107,38,93,0.409,12,27,0.444,19,26,0.731,13,34,47,20,14,4,12,20,13.0,0,0
WAS,2017-03-03,WAS vs. TOR,0,241,106,34,92,0.37,10,30,0.333,28,32,0.875,15,30,45,23,8,6,11,21,-8.0,0,1
AUS,2017-03-03,AUS vs. LIN,1,239,95,35,75,0.467,3,13,0.231,22,28,0.786,4,45,49,16,6,5,14,22,8.0,1,1
DAL,2017-03-03,DAL vs. MEM,1,239,104,39,82,0.476,5,27,0.185,21,27,0.778,8,37,45,23,5,3,8,20,4.0,1,1
RAP,2017-03-03,RAP @ RNO,1,240,94,34,74,0.459,12,31,0.387,14,21,0.667,7,43,50,18,5,4,25,16,13.0,0,0
ATL,2017-03-03,ATL vs. CLE,0,239,130,49,91,0.538,10,26,0.385,22,30,0.733,11,32,43,30,7,4,12,15,-5.0,0,1
ERI,2017-03-03,ERI @ DEL,0,241,126,47,102,0.461,13,26,0.5,19,25,0.76,18,29,47,21,6,1,13,29,-6.0,0,0
UTA,2017-03-03,UTA vs. BKN,1,240,112,38,74,0.514,12,26,0.462,24,34,0.706,5,40,45,25,7,5,13,25,15.0,1,1
BKN,2017-03-03,BKN @ UTA,0,238,97,36,89,0.404,7,30,0.233,18,24,0.75,9,33,42,12,6,3,12,24,-15.0,0,0
DEL,2017-03-03,DEL vs. ERI,1,240,132,46,85,0.541,8,21,0.381,32,40,0.8,11,31,42,20,8,10,14,22,6.0,1,1
RNO,2017-03-03,RNO vs. RAP,0,240,81,33,91,0.363,8,27,0.296,7,11,0.636,8,30,38,23,13,8,11,20,-13.0,0,1
PHX,2017-03-03,PHX vs. OKC,1,240,118,44,89,0.494,5,21,0.238,25,31,0.806,9,36,45,28,10,7,17,26,7.0,1,1
LIN,2017-03-03,LIN @ AUS,0,239,87,34,93,0.366,8,28,0.286,11,22,0.5,15,33,48,14,5,6,10,18,-8.0,0,0
TOR,2017-03-03,TOR @ WAS,1,241,114,41,81,0.506,11,25,0.44,21,27,0.778,11,40,51,16,5,9,17,23,8.0,0,0
TEX,2017-03-03,TEX vs. SLC,1,240,105,41,88,0.466,7,27,0.259,16,23,0.696,13,39,52,24,10,8,15,26,4.0,1,1
ORL,2017-03-03,ORL vs. MIA,1,240,110,45,90,0.5,5,17,0.294,15,19,0.789,8,39,47,27,7,6,9,13,11.0,1,1
SXF,2017-03-03,SXF vs. MNE,1,239,127,49,98,0.5,13,32,0.406,16,20,0.8,9,35,44,33,5,8,3,18,20.0,1,1
MNE,2017-03-03,MNE @ SXF,0,239,107,35,86,0.407,15,43,0.349,22,32,0.688,15,36,51,26,3,5,12,14,-20.0,0,0
FWN,2017-03-03,FWN vs. WES,1,242,106,39,86,0.453,8,27,0.296,20,27,0.741,13,47,60,21,9,2,17,24,12.0,1,1
OKC,2017-03-03,OKC @ PHX,0,239,111,37,87,0.425,9,35,0.257,28,35,0.8,11,36,47,14,10,5,19,30,-7.0,0,0
WCB,2017-03-03,WCB vs. GRD,1,241,125,40,93,0.43,16,38,0.421,29,41,0.707,13,38,51,25,8,5,7,25,8.0,1,1
NOP,2017-03-03,NOP vs. SAS,0,265,98,35,91,0.385,8,25,0.32,20,24,0.833,8,40,48,20,2,2,16,22,-3.0,0,1
NYK,2017-03-03,NYK @ PHI,0,241,102,33,84,0.393,7,21,0.333,29,33,0.879,9,32,41,14,10,3,10,20,-3.0,0,0
LAC,2017-03-03,LAC @ MIL,0,240,101,36,64,0.563,8,19,0.421,21,36,0.583,7,31,38,23,4,1,23,18,-11.0,0,0
PHI,2017-03-03,PHI vs. NYK,1,240,105,36,83,0.434,9,28,0.321,24,31,0.774,12,38,50,20,5,9,15,21,3.0,1,1
MIL,2017-03-03,MIL vs. LAC,1,241,112,44,80,0.55,10,25,0.4,14,15,0.933,3,22,25,35,11,4,10,27,11.0,1,1
SAS,2017-03-03,SAS @ NOP,1,265,101,40,95,0.421,6,27,0.222,15,25,0.6,11,42,53,20,6,4,11,22,3.0,0,0
LAL,2017-03-03,LAL vs. BOS,0,240,95,37,87,0.425,6,24,0.25,15,20,0.75,6,28,34,23,11,7,14,21,-20.0,0,1
CHI,2017-03-02,CHI vs. GSW,1,240,94,36,82,0.439,5,19,0.263,17,21,0.81,7,42,49,19,9,5,15,15,7.0,1,1
OKC,2017-03-02,OKC @ POR,0,241,109,34,86,0.395,11,29,0.379,30,32,0.938,12,28,40,11,9,7,12,25,-5.0,0,0
POR,2017-03-02,POR vs. OKC,1,240,114,39,79,0.494,10,25,0.4,26,35,0.743,9,36,45,19,9,7,14,19,5.0,1,1
CHA,2017-03-02,CHA @ PHX,0,242,103,35,89,0.393,10,34,0.294,23,28,0.821,9,25,34,19,14,1,16,20,-17.0,0,0
GSW,2017-03-02,GSW @ CHI,0,240,87,34,88,0.386,6,30,0.2,13,14,0.929,6,35,41,23,10,6,15,18,-7.0,0,0
PHX,2017-03-02,PHX vs. CHA,1,240,120,46,77,0.597,7,19,0.368,21,25,0.84,4,38,42,30,8,7,18,23,17.0,1,1
RAP,2017-03-01,RAP @ NAS,1,239,102,39,73,0.534,10,22,0.455,14,28,0.5,13,38,51,21,7,8,19,31,5.0,0,0
DET,2017-03-01,DET @ NOP,0,239,86,40,103,0.388,3,23,0.13,3,17,0.176,23,27,50,13,11,3,7,17,-23.0,0,0
TOR,2017-03-01,TOR vs. WAS,0,241,96,33,90,0.367,7,20,0.35,23,26,0.885,16,34,50,11,8,4,11,18,-9.0,0,1
UTA,2017-03-01,UTA vs. MIN,0,240,80,35,90,0.389,4,19,0.211,6,11,0.545,16,30,46,18,6,5,14,23,-27.0,0,1
NAS,2017-03-01,NAS vs. RAP,0,241,97,32,79,0.405,13,28,0.464,20,34,0.588,11,23,34,20,10,9,13,25,-5.0,0,1
ORL,2017-03-01,ORL vs. NYK,0,240,90,34,83,0.41,5,25,0.2,17,22,0.773,9,34,43,11,3,3,12,25,-11.0,0,1
NOP,2017-03-01,NOP vs. DET,1,239,109,39,78,0.5,9,25,0.36,22,23,0.957,8,45,53,18,6,4,14,15,23.0,1,1
SAS,2017-03-01,SAS vs. IND,1,241,100,35,74,0.473,9,29,0.31,21,24,0.875,6,30,36,20,8,7,18,21,1.0,1,1
GRD,2017-03-01,GRD vs. FWN,0,239,105,40,91,0.44,6,26,0.231,19,31,0.613,11,31,42,13,8,7,12,25,-31.0,0,1
DEN,2017-03-01,DEN @ MIL,1,240,110,41,84,0.488,10,33,0.303,18,20,0.9,14,31,45,21,8,2,14,15,12.0,0,0
MIL,2017-03-01,MIL vs. DEN,0,241,98,38,83,0.458,9,18,0.5,13,15,0.867,10,24,34,26,8,5,13,19,-12.0,0,1
RNO,2017-03-01,RNO vs. WCB,0,241,105,40,90,0.444,5,20,0.25,20,24,0.833,6,23,29,12,9,5,8,8,-27.0,0,1
MIN,2017-03-01,MIN @ UTA,1,240,107,39,78,0.5,8,16,0.5,21,26,0.808,10,38,48,23,11,7,10,15,27.0,0,0
SXF,2017-03-01,SXF vs. SCW,0,239,98,35,92,0.38,12,34,0.353,16,26,0.615,7,36,43,30,13,3,15,15,-17.0,0,1
DAL,2017-03-01,DAL @ ATL,0,239,95,35,77,0.455,14,33,0.424,11,13,0.846,10,23,33,22,10,5,20,20,-5.0,0,0
HOU,2017-03-01,HOU @ LAC,1,239,122,37,87,0.425,20,52,0.385,28,33,0.848,19,43,62,21,3,2,16,17,19.0,0,0
WCB,2017-03-01,WCB @ RNO,1,239,132,51,83,0.614,19,31,0.613,11,13,0.846,8,41,49,29,3,3,13,19,27.0,0,0
SCW,2017-03-01,SCW @ SXF,1,241,115,43,95,0.453,13,35,0.371,16,18,0.889,13,49,62,29,12,7,17,21,17.0,0,0
ATL,2017-03-01,ATL vs. DAL,1,240,100,36,64,0.563,10,21,0.476,18,24,0.75,4,30,34,24,12,4,22,19,5.0,1,1
IND,2017-03-01,IND @ SAS,0,241,99,37,81,0.457,7,23,0.304,18,25,0.72,13,28,41,22,13,1,17,26,-1.0,0,0
BKN,2017-03-01,BKN @ SAC,1,242,109,34,74,0.459,11,28,0.393,30,36,0.833,10,33,43,16,8,2,18,25,9.0,0,0
WAS,2017-03-01,WAS @ TOR,1,240,105,40,84,0.476,9,25,0.36,16,19,0.842,7,37,44,32,6,6,12,21,9.0,0,0
SAC,2017-03-01,SAC vs. BKN,0,240,100,35,81,0.432,11,22,0.5,19,22,0.864,10,28,38,12,8,3,15,28,-9.0,0,1
MIA,2017-03-01,MIA vs. PHI,1,239,125,49,90,0.544,13,30,0.433,14,21,0.667,8,34,42,24,9,12,13,18,27.0,1,1
LAC,2017-03-01,LAC vs. HOU,0,241,103,42,94,0.447,12,34,0.353,7,13,0.538,10,26,36,26,8,3,7,23,-19.0,0,1
NYK,2017-03-01,NYK @ ORL,1,241,101,34,81,0.42,8,29,0.276,25,31,0.806,13,37,50,21,9,3,11,16,11.0,0,0
PHI,2017-03-01,PHI @ MIA,0,239,98,37,85,0.435,6,17,0.353,18,22,0.818,10,30,40,16,7,4,19,22,-27.0,0,0
BOS,2017-03-01,BOS vs. CLE,1,242,103,36,78,0.462,13,31,0.419,18,23,0.783,8,39,47,28,4,6,12,21,4.0,1,1
CLE,2017-03-01,CLE @ BOS,0,240,99,37,91,0.407,10,33,0.303,15,22,0.682,12,29,41,20,3,5,10,21,-4.0,0,0
FWN,2017-03-01,FWN @ GRD,1,239,136,53,97,0.546,14,29,0.483,16,19,0.842,8,43,51,22,3,6,11,25,31.0,0,0
DEN,2017-02-28,DEN @ CHI,1,241,125,45,80,0.563,13,30,0.433,22,24,0.917,6,39,45,26,6,2,16,16,18.0,0,0
GSW,2017-02-28,GSW @ WAS,0,241,108,39,84,0.464,8,29,0.276,22,27,0.815,13,28,41,28,10,6,19,23,-4.0,0,0
DET,2017-02-28,DET vs. POR,1,266,120,45,104,0.433,7,25,0.28,23,31,0.742,16,32,48,23,13,2,7,19,7.0,1,1
CHA,2017-02-28,CHA @ LAL,1,240,109,38,85,0.447,16,39,0.41,17,24,0.708,11,34,45,25,3,5,12,11,5.0,0,0
PHX,2017-02-28,PHX @ MEM,0,240,112,43,83,0.518,7,21,0.333,19,24,0.792,8,24,32,22,6,5,12,25,-18.0,0,0
MEM,2017-02-28,MEM vs. PHX,1,240,130,48,86,0.558,12,25,0.48,22,29,0.759,12,27,39,24,6,3,10,19,18.0,1,1
OKC,2017-02-28,OKC vs. UTA,1,239,109,39,76,0.513,15,22,0.682,16,23,0.696,6,36,42,20,5,7,14,17,3.0,1,1
CHI,2017-02-28,CHI vs. DEN,0,238,107,44,96,0.458,10,26,0.385,9,10,0.9,11,24,35,26,10,3,12,19,-18.0,0,1
CTN,2017-02-28,CTN vs. GBO,1,240,114,40,79,0.506,10,20,0.5,24,36,0.667,9,24,33,22,12,3,16,22,6.0,1,1
LAL,2017-02-28,LAL vs. CHA,0,239,104,41,84,0.488,12,32,0.375,10,13,0.769,6,33,39,22,9,5,14,23,-5.0,0,1
POR,2017-02-28,POR @ DET,0,266,113,44,84,0.524,10,25,0.4,15,22,0.682,8,42,50,25,5,5,24,25,-7.0,0,0
GBO,2017-02-28,GBO @ CTN,0,239,108,36,71,0.507,13,31,0.419,23,32,0.719,5,33,38,23,8,2,23,30,-6.0,0,0
UTA,2017-02-28,UTA @ OKC,0,239,106,43,93,0.462,9,22,0.409,11,13,0.846,8,25,33,22,8,4,7,18,-3.0,0,0
WAS,2017-02-28,WAS vs. GSW,1,241,112,41,91,0.451,12,28,0.429,18,20,0.9,17,29,46,29,11,6,19,22,4.0,1,1
SLC,2017-02-27,SLC vs. WCB,0,241,104,38,84,0.452,11,33,0.333,17,26,0.654,14,30,44,16,7,3,13,26,-7.0,0,1
HOU,2017-02-27,HOU vs. IND,0,239,108,32,88,0.364,10,45,0.222,34,42,0.81,12,27,39,22,8,5,10,22,-9.0,0,1
MIN,2017-02-27,MIN @ SAC,1,239,102,40,95,0.421,8,23,0.348,14,20,0.7,16,36,52,25,11,7,10,15,14.0,0,0
IND,2017-02-27,IND @ HOU,1,239,117,41,91,0.451,13,30,0.433,22,25,0.88,13,42,55,29,7,5,15,26,9.0,0,0
CLE,2017-02-27,CLE vs. MIL,1,239,102,35,70,0.5,10,28,0.357,22,26,0.846,4,41,45,20,4,2,16,11,7.0,1,1
MIA,2017-02-27,MIA @ DAL,0,239,89,37,83,0.446,9,26,0.346,6,13,0.462,13,32,45,21,11,4,13,18,-7.0,0,0
NYK,2017-02-27,NYK vs. TOR,0,241,91,33,73,0.452,9,24,0.375,16,19,0.842,8,32,40,17,10,6,17,19,-1.0,0,1
RGV,2017-02-27,RGV @ RAP,0,241,93,32,90,0.356,12,39,0.308,17,24,0.708,13,41,54,17,6,7,12,14,-11.0,0,0
MIL,2017-02-27,MIL @ CLE,0,240,95,37,83,0.446,11,30,0.367,10,16,0.625,5,28,33,27,3,5,8,23,-7.0,0,0
TOR,2017-02-27,TOR @ NYK,1,242,92,33,78,0.423,7,26,0.269,19,23,0.826,11,30,41,12,9,3,12,18,1.0,0,0
WCB,2017-02-27,WCB @ SLC,1,239,111,35,72,0.486,8,23,0.348,33,40,0.825,8,36,44,14,7,1,12,24,7.0,0,0
DAL,2017-02-27,DAL vs. MIA,1,239,96,33,76,0.434,9,18,0.5,21,23,0.913,11,31,42,18,5,2,13,13,7.0,1,1
BOS,2017-02-27,BOS vs. ATL,0,240,98,34,87,0.391,10,34,0.294,20,25,0.8,9,31,40,21,9,7,18,20,-16.0,0,1
ATL,2017-02-27,ATL @ BOS,1,240,114,46,95,0.484,6,25,0.24,16,20,0.8,13,42,55,22,10,10,14,19,16.0,0,0
RAP,2017-02-27,RAP vs. RGV,1,240,104,40,100,0.4,12,37,0.324,12,15,0.8,16,43,59,22,6,10,11,18,11.0,1,1
GSW,2017-02-27,GSW @ PHI,1,240,119,40,89,0.449,6,29,0.207,33,39,0.846,16,29,45,31,14,4,13,18,11.0,0,0
SAC,2017-02-27,SAC vs. MIN,0,240,88,36,82,0.439,6,17,0.353,10,15,0.667,7,35,42,23,6,4,18,18,-14.0,0,1
PHI,2017-02-27,PHI vs. GSW,0,239,108,37,82,0.451,10,34,0.294,24,27,0.889,12,30,42,24,11,3,22,25,-11.0,0,1
PHX,2017-02-26,PHX @ MIL,0,239,96,40,83,0.482,5,14,0.357,11,16,0.688,12,30,42,26,12,5,20,22,-4.0,0,0
MEM,2017-02-26,MEM @ DEN,1,240,105,36,80,0.45,11,33,0.333,22,25,0.88,13,36,49,21,9,2,15,20,7.0,0,0
WES,2017-02-26,WES vs. ERI,1,240,101,39,78,0.5,8,25,0.32,15,24,0.625,11,37,48,20,8,5,18,13,10.0,1,1
OKC,2017-02-26,OKC vs. NOP,1,239,118,42,88,0.477,6,21,0.286,28,37,0.757,16,37,53,17,4,0,13,29,8.0,1,1
NOP,2017-02-26,NOP @ OKC,0,239,110,36,80,0.45,8,21,0.381,30,37,0.811,7,28,35,17,10,1,10,26,-8.0,0,0
BOS,2017-02-26,BOS @ DET,1,240,104,34,85,0.4,12,35,0.343,24,30,0.8,9,43,52,22,9,1,14,26,6.0,0,0
POR,2017-02-26,POR @ TOR,0,239,106,35,79,0.443,9,21,0.429,27,35,0.771,8,31,39,16,6,5,9,26,-6.0,0,0
AUS,2017-02-26,AUS vs. IWA,0,240,89,31,76,0.408,7,18,0.389,20,27,0.741,8,29,37,12,7,7,18,18,-13.0,0,1
NAS,2017-02-26,NAS vs. LAD,1,241,117,40,83,0.482,17,34,0.5,20,33,0.606,7,33,40,21,4,7,14,24,4.0,1,1
CHA,2017-02-26,CHA @ LAC,0,265,121,38,80,0.475,18,40,0.45,27,30,0.9,5,38,43,16,1,1,16,32,-3.0,0,0
TOR,2017-02-26,TOR vs. POR,1,240,112,42,78,0.538,7,20,0.35,21,27,0.778,5,34,39,16,7,5,10,24,6.0,1,1
UTA,2017-02-26,UTA @ WAS,1,241,102,34,72,0.472,11,24,0.458,23,32,0.719,9,41,50,18,10,11,24,19,10.0,0,0
DEN,2017-02-26,DEN vs. MEM,0,240,98,37,84,0.44,11,34,0.324,13,17,0.765,10,29,39,26,9,3,12,23,-7.0,0,1
IWA,2017-02-26,IWA @ AUS,1,240,102,39,82,0.476,9,24,0.375,15,22,0.682,14,32,46,10,10,6,15,26,13.0,0,0
LAC,2017-02-26,LAC vs. CHA,1,265,124,45,97,0.464,10,32,0.313,24,34,0.706,15,32,47,27,14,3,9,25,3.0,1,1
SAS,2017-02-26,SAS @ LAL,1,241,119,49,94,0.521,10,21,0.476,11,13,0.846,13,33,46,37,12,5,12,15,21.0,0,0
LAL,2017-02-26,LAL vs. SAS,0,240,98,40,87,0.46,7,22,0.318,11,18,0.611,13,31,44,16,8,2,18,18,-21.0,0,1
ERI,2017-02-26,ERI @ WES,0,241,91,38,91,0.418,6,21,0.286,9,16,0.563,13,26,39,16,11,1,15,19,-10.0,0,0
WAS,2017-02-26,WAS vs. UTA,0,240,92,37,87,0.425,8,22,0.364,10,13,0.769,6,22,28,21,16,1,16,27,-10.0,0,1
MIL,2017-02-26,MIL vs. PHX,1,240,100,39,76,0.513,6,20,0.3,16,18,0.889,6,27,33,26,10,6,19,21,4.0,1,1
DET,2017-02-26,DET vs. BOS,0,240,98,35,81,0.432,12,33,0.364,16,35,0.457,11,34,45,22,8,4,17,24,-6.0,0,1
MNE,2017-02-26,MNE @ CTN,0,241,88,32,77,0.416,12,40,0.3,12,19,0.632,6,28,34,15,6,3,15,14,-17.0,0,0
CTN,2017-02-26,CTN vs. MNE,1,240,105,38,90,0.422,10,25,0.4,19,21,0.905,15,38,53,15,11,6,8,14,17.0,1,1
LAD,2017-02-26,LAD @ NAS,0,240,113,44,97,0.454,10,30,0.333,15,22,0.682,14,35,49,18,4,9,9,27,-4.0,0,0
MIA,2017-02-25,MIA vs. IND,1,239,113,38,78,0.487,13,31,0.419,24,31,0.774,11,32,43,23,9,5,16,19,18.0,1,1
SLC,2017-02-25,SLC @ OKL,0,241,73,28,86,0.326,12,36,0.333,5,12,0.417,16,27,43,16,6,3,13,19,-30.0,0,0
SXF,2017-02-25,SXF @ TEX,0,239,129,42,94,0.447,12,31,0.387,33,38,0.868,11,29,40,23,11,4,16,33,-16.0,0,0
PHI,2017-02-25,PHI @ NYK,0,242,109,40,95,0.421,7,31,0.226,22,27,0.815,16,34,50,19,6,5,11,21,-1.0,0,0
CHA,2017-02-25,CHA @ SAC,1,240,99,34,85,0.4,14,38,0.368,17,18,0.944,13,37,50,26,10,3,10,13,14.0,0,0
IND,2017-02-25,IND @ MIA,0,239,95,34,85,0.4,4,12,0.333,23,26,0.885,13,30,43,21,8,4,15,24,-18.0,0,0
ERI,2017-02-25,ERI vs. FWN,0,241,108,38,89,0.427,8,27,0.296,24,27,0.889,13,34,47,20,9,2,15,22,-2.0,0,1
DAL,2017-02-25,DAL vs. NOP,1,240,96,36,78,0.462,12,26,0.462,12,16,0.75,7,36,43,24,12,4,17,25,13.0,1,1
GBO,2017-02-25,GBO @ WES,1,239,105,40,75,0.533,9,22,0.409,16,23,0.696,14,30,44,20,12,2,22,19,11.0,0,0
ORL,2017-02-25,ORL vs. ATL,1,241,105,37,81,0.457,8,27,0.296,23,24,0.958,7,40,47,21,11,8,13,23,19.0,1,1
HOU,2017-02-25,HOU vs. MIN,1,240,142,44,94,0.468,22,58,0.379,32,42,0.762,13,19,32,32,15,6,13,21,12.0,1,1
TEX,2017-02-25,TEX vs. SXF,1,240,145,53,88,0.602,12,24,0.5,27,36,0.75,3,35,38,26,10,7,16,27,16.0,1,1
OKL,2017-02-25,OKL vs. SLC,1,240,103,38,79,0.481,7,24,0.292,20,26,0.769,12,41,53,21,9,7,11,14,30.0,1,1
FWN,2017-02-25,FWN @ ERI,1,239,110,40,79,0.506,7,22,0.318,23,30,0.767,8,32,40,26,10,3,18,20,2.0,0,0
NYK,2017-02-25,NYK vs. PHI,1,240,110,43,91,0.473,6,21,0.286,18,23,0.783,10,34,44,21,6,7,11,22,1.0,1,1
SCW,2017-02-25,SCW vs. WCB,1,241,118,43,93,0.462,9,27,0.333,23,35,0.657,14,47,61,21,7,7,11,18,5.0,1,1
GSW,2017-02-25,GSW vs. BKN,1,241,112,42,100,0.42,11,31,0.355,17,22,0.773,13,39,52,30,10,11,11,17,17.0,1,1
GRD,2017-02-25,GRD vs. RGV,0,241,122,41,89,0.461,15,43,0.349,25,35,0.714,14,37,51,24,5,3,20,27,-13.8,0,1
BKN,2017-02-25,BKN @ GSW,0,241,95,38,94,0.404,8,28,0.286,11,17,0.647,11,41,52,25,8,3,16,20,-17.0,0,0
NOP,2017-02-25,NOP @ DAL,0,239,83,31,78,0.397,5,24,0.208,16,25,0.64,9,36,45,21,7,2,19,19,-13.0,0,0
MIN,2017-02-25,MIN @ HOU,0,241,130,49,94,0.521,9,26,0.346,23,28,0.821,21,37,58,28,10,2,23,26,-12.0,0,0
CHI,2017-02-25,CHI @ CLE,1,241,117,46,93,0.495,15,30,0.5,10,16,0.625,10,37,47,34,6,0,7,13,18.0,0,0
CLE,2017-02-25,CLE vs. CHI,0,240,99,37,80,0.463,14,37,0.378,11,15,0.733,4,36,40,24,5,3,12,17,-18.0,0,1
